Player Name,Team,League,POS,GP,MIN,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,P,ACRO,AW,BR,DR,DW,EG,ES,OWN,TOUCH,TBOX,PFT,DL,AFZP,BLKCR,PENT,CLROL,POSL,LPOPP,PK,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Javi Lopez,ESP,LIGA,D,14,967,4,0,0,0,0,1,0,0,3,0,18,28,4,6,1,6,0,2,47,35,329,4,18,55,7,89,0,0,0,804,7,65,65,154,4,32,0,191,45,0,17,0,0,0,0,0,14
Simon Zoller,KOE,BUND,F/M,17,967,3,0,0,2,1,0,1,0,10,4,8,18,2,10,1,8,0,2,11,7,206,2,19,35,6,45,0,0,0,401,37,63,51,124,0,24,0,122,12,0,10,0,0,6,3,2,16
Robert Bauer,SVW,BUND,D,16,954,4,0,0,0,0,0,0,0,2,0,23,16,4,4,0,4,0,1,31,24,332,4,10,54,1,52,1,1,0,623,1,54,39,159,6,22,0,147,73,0,28,0,0,0,0,0,1
Brais Mendez,CEL,LIGA,M,20,949,0,0,0,1,1,0,1,0,22,9,4,24,1,10,2,9,0,0,19,15,359,1,8,60,8,48,0,0,0,628,28,120,73,239,2,48,0,172,20,0,13,2,0,3,2,0,16
Papakouli Diop,EIB,LIGA,M,15,943,5,0,0,0,0,0,0,0,14,1,13,5,2,4,0,4,0,0,26,20,336,2,33,69,8,84,0,0,0,574,18,103,77,222,1,22,0,128,29,0,32,0,0,0,0,0,11
Nicola Rigoni,CHI,SERI,M,15,936,3,0,0,0,0,0,0,0,12,1,11,3,2,3,0,3,0,3,29,20,348,2,18,55,3,57,0,1,0,549,8,98,57,208,0,16,0,92,51,0,26,0,0,0,0,0,5
Carlos Fierro,GUA,LMX,F/M,16,934,2,0,0,3,1,0,1,0,21,10,3,42,4,9,2,6,2,1,5,2,158,2,7,32,12,40,0,0,0,443,41,75,78,121,2,38,0,178,10,0,5,0,0,5,4,3,38
Ousmane Dembele,BAR,LIGA,F,17,930,2,0,0,3,6,0,6,0,20,10,5,45,18,28,6,15,7,0,10,7,368,7,1,37,40,69,0,0,0,726,58,170,94,314,0,68,0,220,5,0,15,2,0,3,1,1,68
Lucas Holer,SCF,BUND,F,14,915,0,0,0,1,0,0,0,0,13,6,8,4,1,4,0,4,0,0,24,20,140,1,26,28,15,87,0,0,0,443,28,62,95,102,5,18,0,180,8,0,8,1,0,2,2,1,30
Jan Repas,SMC,FRAN,M,15,905,1,0,0,0,0,0,0,0,17,4,7,16,0,10,1,10,0,0,14,11,161,0,8,48,8,48,0,0,0,407,21,61,95,99,0,22,0,146,3,0,10,0,0,0,0,0,19
Abdoul Camara,GUI,FRAN,M,14,895,0,0,0,2,1,0,1,0,19,6,5,38,8,10,1,7,2,1,6,4,212,4,9,46,16,42,0,0,0,441,36,80,54,134,0,34,0,141,3,0,4,0,0,2,0,2,34
Miguel Samudio,QUE,LMX,D,12,890,2,0,1,0,0,0,0,0,5,0,20,13,1,5,0,4,1,0,30,20,164,1,8,41,7,62,0,0,0,458,13,34,30,98,3,28,0,126,39,0,21,0,0,0,0,0,10
Pietro Iemmello,BEN,SERI,F,16,885,0,0,0,2,1,1,1,0,20,10,1,1,1,8,2,7,0,0,2,2,158,1,12,25,4,23,1,1,0,320,40,52,49,76,0,7,0,101,3,1,7,1,0,12,3,2,14
Benjamin Henrichs,LEV,BUND,M/D,23,1260,1,0,1,0,1,1,1,0,18,2,36,36,8,11,2,10,0,3,43,29,492,8,21,87,7,91,0,0,0,1048,34,136,72,270,2,47,0,272,52,0,29,0,0,2,0,0,22
Andre Schurrle,BVB,BUND,M,18,1235,0,0,0,1,4,0,3,1,36,12,8,55,10,18,7,13,1,1,22,19,384,6,20,46,24,79,1,0,0,775,62,178,92,301,2,74,0,234,10,1,18,2,0,11,5,0,48
Esteban Granero,ESP,LIGA,M,25,1222,5,0,0,1,2,0,2,0,13,2,19,60,14,17,2,6,9,0,32,22,582,4,13,85,9,75,0,0,0,948,14,156,90,340,6,98,0,203,47,0,35,1,0,1,0,0,17
Sofiane Boufal,SOU,EPL,F/M,26,1213,1,0,0,2,2,0,1,1,30,6,6,40,8,21,2,15,4,1,37,24,418,4,6,81,61,132,0,0,0,931,62,175,137,302,0,67,0,284,12,0,13,2,0,2,1,0,96
Simy,CRO,SERI,F,23,1210,1,0,0,7,1,0,1,0,33,11,1,3,1,16,0,15,0,3,12,9,205,1,56,47,8,101,0,0,0,569,73,80,140,143,0,11,0,219,3,0,1,0,0,10,3,2,17
Miguel Layun,SEV,LIGA,M/D,16,1181,4,0,0,2,0,0,0,0,22,5,15,53,13,11,1,7,4,4,28,19,397,8,15,66,8,59,0,1,0,861,16,111,48,232,7,59,0,201,39,0,29,0,0,0,0,1,11
Ballou Tabla,MTL,MLS,M,21,1146,4,0,0,2,2,0,2,0,26,10,3,18,7,13,0,10,1,0,27,22,200,5,2,42,36,89,0,0,0,527,66,85,105,147,0,18,0,167,6,0,10,0,0,1,1,0,69
Mahmoud Dahoud,BVB,BUND,M,23,1137,4,0,0,0,4,0,4,0,26,6,16,6,1,23,7,19,0,2,38,23,555,1,3,78,17,66,0,0,0,858,26,140,82,316,3,40,0,153,40,0,42,2,0,0,2,0,29
Anthony Jackson-Hamel,MTL,MLS,F,21,1137,0,0,0,9,3,1,3,0,32,14,1,0,0,9,1,6,0,1,1,1,151,0,20,19,7,38,0,0,0,384,76,57,70,98,1,9,0,147,3,0,1,0,0,4,3,5,20
Roberto Soriano,VIL,LIGA,M,22,1135,3,0,0,0,0,0,0,0,21,6,4,18,5,13,0,12,1,0,30,20,388,4,13,66,14,88,0,0,0,701,30,132,98,242,1,25,0,167,18,0,7,1,0,7,2,0,21
Alberto Brignoli,BEN,SERI,G,13,1124,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,245,0,10,127,0,10,3,0,0,595,1,12,3,64,0,4,0,195,64,0,105,0,0,0,0,0,0
Enes Unal,VIL,LIGA,F,23,1122,1,0,0,5,2,0,2,0,36,19,4,5,0,9,2,7,0,3,9,5,205,0,44,32,9,84,0,0,0,517,45,69,138,142,0,10,0,177,8,0,3,2,0,9,4,4,22
Kevin Gameiro,ATM,LIGA,F,25,1119,0,0,0,7,2,0,2,0,20,14,4,2,1,9,3,7,0,0,11,9,179,1,9,30,9,38,0,0,0,382,62,73,70,125,7,10,0,116,7,2,1,0,0,12,6,6,15
Danny Williams,HUD,EPL,M,20,1116,2,0,0,0,0,0,0,0,12,2,26,8,2,4,0,4,0,2,23,14,319,2,9,84,10,58,0,0,0,605,8,72,64,141,1,14,0,139,18,0,18,0,0,2,0,0,13
Stef Peeters,SMC,FRAN,M,20,1102,4,0,0,0,2,1,1,1,17,7,7,95,23,30,4,12,16,3,20,11,321,0,7,71,6,38,0,0,0,679,21,117,70,223,2,121,0,243,39,1,31,2,0,0,4,0,10
Nemanja Radoja,CEL,LIGA,M,26,1097,3,0,0,0,1,0,1,0,4,2,10,4,1,7,2,6,0,2,18,16,522,1,19,64,11,63,0,0,0,731,11,109,49,285,0,11,0,126,41,0,18,0,0,1,1,0,16
Marco Fossati,VER,SERI,M,17,1097,5,0,0,0,0,0,0,0,10,1,23,15,3,6,1,4,2,6,27,13,570,0,11,81,5,60,0,1,0,858,1,104,61,261,4,31,0,142,66,0,64,1,0,0,0,0,5
Edgar Benitez,QUE,LMX,F,21,1093,1,0,0,0,2,0,2,0,12,5,7,43,11,12,2,8,2,2,12,9,235,8,5,56,19,61,0,0,0,513,28,64,93,153,0,49,0,155,12,0,11,1,0,2,1,0,32
Jermain Defoe,BOU,EPL,F,24,1083,1,0,0,4,1,0,1,0,27,15,4,5,0,12,1,11,0,0,12,9,95,0,2,21,2,24,0,0,0,257,61,47,59,68,1,9,0,89,3,0,1,1,0,9,3,3,12
Andrija Balic,UDI,SERI,M,21,1077,2,0,0,0,1,0,0,1,16,3,16,38,7,14,1,9,4,3,18,9,439,3,8,105,23,59,0,0,0,725,12,88,57,229,0,44,0,157,40,0,38,1,0,1,1,0,30
Manolo Gabbiadini,SOU,EPL,F,28,1074,2,0,0,5,0,0,0,0,22,10,4,5,0,7,0,7,0,0,3,2,158,0,14,22,6,30,0,0,0,318,31,53,77,92,0,14,0,96,1,1,2,0,0,10,0,2,12
Ignazio Abate,MIL,SERI,M,17,1056,3,0,0,1,0,1,0,0,4,2,8,32,8,10,0,10,0,2,20,17,523,8,6,56,0,33,0,0,0,885,8,132,28,291,8,59,0,166,64,0,32,0,0,3,0,0,1
Gerardo Alcoba,SAN,LMX,D,17,1054,2,0,0,0,1,0,0,1,17,6,42,0,0,3,1,2,0,5,28,21,311,0,44,52,5,89,0,0,0,583,24,16,56,85,1,5,0,95,67,0,34,0,0,0,3,0,6
Keegan Rosenberry,PHI,MLS,M/D,14,1051,2,0,0,0,1,0,0,1,4,2,29,23,8,6,1,3,2,4,30,23,342,8,11,66,12,59,0,0,0,778,3,91,59,202,3,49,1,210,57,0,38,0,0,0,0,0,17
Terence Kongolo,HUD,EPL,D,13,1047,0,0,0,0,0,0,0,0,2,0,32,10,2,3,0,3,0,6,33,20,222,2,28,50,7,77,0,0,0,591,7,61,34,125,7,18,0,148,45,0,12,0,0,0,0,0,10
Fernando Navarro,DEP,LIGA,D,15,1042,5,0,0,0,0,0,0,0,0,0,29,12,2,4,1,4,0,3,32,22,351,2,18,52,8,70,0,0,0,689,4,71,45,169,7,18,0,123,60,0,29,0,0,0,0,0,8
Alex Berenguer,TOR,SERI,F/M,22,1039,1,0,0,1,3,1,2,1,14,9,10,47,13,24,3,15,6,3,18,15,328,2,13,57,35,85,0,0,0,739,38,140,118,248,4,68,0,236,14,0,9,1,0,2,1,0,57
Jaroslav Plasil,GIR,FRAN,M,22,1037,2,0,0,0,1,1,1,0,7,1,21,9,6,14,2,12,1,6,25,14,575,4,8,88,8,55,0,0,0,822,6,127,59,311,2,25,0,118,71,0,35,1,0,0,0,0,9
Josh Gatt,RAP,MLS,M,19,1035,3,0,0,2,2,1,2,0,17,6,8,18,2,11,1,8,1,1,22,17,146,2,9,39,24,63,0,0,0,412,39,59,80,101,1,39,0,149,7,0,5,0,0,4,1,1,41
Opa Nguette,MET,FRAN,F/M,17,1020,3,0,0,0,0,0,0,0,27,11,17,12,1,11,2,11,0,0,27,22,187,1,18,64,36,101,0,0,0,558,49,85,120,132,7,13,0,197,8,0,7,2,0,2,6,0,72
Gianluca Di Chiara,BEN,SERI,D,13,1007,3,0,0,0,0,0,0,0,5,0,10,38,9,12,0,8,4,3,24,17,410,6,3,50,2,33,0,1,0,756,4,74,43,199,6,40,0,172,74,0,32,0,0,1,0,0,5
Berkay Ozcan,VFB,BUND,M,17,1004,1,0,0,1,2,0,1,1,12,7,7,48,13,15,3,8,5,1,19,10,336,1,13,37,23,63,0,0,0,617,22,110,79,229,1,56,0,169,10,0,11,1,0,1,1,1,37
Jonathan dos Santos,GAL,MLS,M,12,1004,4,0,0,1,0,1,0,0,11,2,15,15,3,11,1,8,3,1,19,13,607,0,3,84,11,43,1,0,0,826,4,164,57,355,1,34,0,124,54,0,48,2,0,0,0,0,17
Gael Sandoval,SAN,LMX,M,14,1001,2,0,1,0,3,0,3,0,21,8,5,117,29,21,1,10,8,1,15,10,325,14,8,65,16,55,0,0,0,692,30,158,64,268,1,133,0,228,30,0,25,0,0,5,1,0,28
Eric Bailly,MUN,EPL,D,13,1000,2,0,0,1,0,0,0,0,3,1,25,0,0,2,0,2,0,6,17,10,367,0,17,58,4,47,0,1,1,575,7,20,30,105,2,3,0,66,51,0,18,1,0,0,0,1,4
David Lomban,EIB,LIGA,D,13,996,3,0,0,1,0,0,0,0,4,1,29,0,0,1,0,1,0,4,16,8,363,0,44,55,0,65,0,2,0,588,5,46,31,145,2,7,0,93,83,0,66,0,0,1,0,0,0
Matty James,LEI,EPL,M,13,994,2,0,0,0,0,0,0,0,11,2,17,2,0,2,0,2,0,2,19,10,363,0,20,56,8,52,0,0,0,581,10,64,53,157,1,8,0,109,25,0,16,1,0,0,1,0,12
Virgil van Dijk,SOU,EPL,D,12,993,0,0,0,0,0,0,0,0,11,0,29,1,0,3,2,3,0,13,10,7,543,0,60,71,5,85,0,1,0,818,23,45,31,174,3,8,0,100,87,0,36,0,0,0,1,0,5
Cristian Zapata,MIL,SERI,D,12,993,2,0,0,0,0,0,0,0,4,1,15,4,1,4,1,4,0,6,25,20,606,1,32,59,6,68,1,0,0,835,9,59,28,249,1,8,1,80,95,0,38,0,0,0,0,0,7
Will Hughes,WAT,EPL,M,15,993,0,0,0,2,3,0,3,0,12,4,15,10,1,17,1,14,0,1,34,18,321,1,3,58,7,65,0,0,0,602,32,142,68,235,0,31,0,142,13,0,3,2,0,1,0,0,10
Raul,LPM,LIGA,G,11,990,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,233,0,0,99,0,5,1,2,0,441,0,3,2,16,0,1,0,88,17,0,58,0,0,0,0,0,0
Joe Willis,HOU,MLS,G,11,990,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,115,0,3,97,0,7,0,0,0,339,0,20,1,58,0,4,0,138,60,0,78,0,0,0,0,0,0
Ambroise Oyongo,MTL,MLS,D,11,990,0,0,0,1,1,0,1,0,10,3,20,57,14,13,0,9,3,2,24,16,345,12,10,65,16,64,0,0,0,853,13,91,60,197,4,75,0,262,35,0,15,0,0,0,0,0,38
Jeffrey Bruma,WOB,BUND,D,11,990,2,0,0,0,0,0,0,0,2,1,16,1,1,1,0,1,0,12,12,11,526,1,32,32,2,48,0,2,0,718,5,27,48,126,2,9,0,94,77,0,69,0,1,0,0,0,3
Julian Speroni,CRY,EPL,G,11,990,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,130,0,2,81,1,3,0,0,0,361,0,19,0,73,0,1,0,164,73,0,87,0,0,0,0,0,1
Oscar Duarte,ESP,LIGA,D,11,990,1,0,0,0,0,0,0,0,3,0,9,1,1,0,0,0,0,8,12,9,379,1,34,33,1,51,1,1,0,586,6,17,30,90,3,13,0,106,55,0,43,0,0,0,0,0,1
Raul Fernandez,LEV,LIGA,G,11,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,3,115,0,4,0,1,0,390,0,28,0,98,0,0,0,152,99,0,114,0,0,0,0,0,0
Mehdi Zeffane,REN,FRAN,D,15,989,0,0,0,0,1,0,1,0,15,2,12,22,3,5,1,4,0,2,16,12,372,3,12,71,4,36,0,0,0,722,3,65,41,186,3,26,0,153,65,0,27,0,0,1,0,0,7
Faouzi Ghoulam,NAP,SERI,D,11,987,1,0,0,2,3,1,3,0,10,5,15,64,18,28,3,18,6,2,8,4,739,10,22,62,9,46,0,0,0,1093,27,223,29,497,6,76,0,162,59,0,11,2,0,2,0,1,11
Stephane Sessegnon,MON,FRAN,M,16,987,1,0,0,1,2,0,1,1,20,4,0,30,11,17,0,11,4,0,4,4,374,3,8,59,18,48,0,0,0,626,15,141,50,257,0,51,0,157,27,0,30,1,0,0,0,0,25
Marc Pugh,BOU,EPL,M,20,982,2,0,0,0,0,0,0,0,19,5,13,32,3,9,0,8,1,1,7,4,374,3,8,48,19,42,0,2,0,678,40,155,65,247,0,51,0,189,16,0,16,1,0,2,1,0,35
Ryder Matos,VER,SERI,F,14,979,1,0,0,0,1,1,1,0,16,4,3,19,1,6,1,5,0,0,18,15,202,1,10,46,25,84,1,0,0,489,23,89,98,147,1,15,0,159,4,0,3,0,0,9,1,0,35
Ethan Finlay,MNU,MLS,M,11,978,1,0,0,3,2,1,2,0,17,7,5,16,1,8,1,6,0,0,25,19,211,1,5,53,4,54,0,0,0,457,44,64,68,128,3,23,0,136,11,0,4,1,0,5,2,2,22
Shkelzen Gashi,RAP,MLS,F,16,976,1,0,0,2,1,0,0,1,25,9,6,52,19,22,1,8,13,1,18,13,294,1,6,48,2,32,0,0,0,547,15,100,56,212,1,73,0,151,25,0,25,0,0,0,1,2,6
Dom Dwyer,ORL,MLS,F,12,975,0,0,0,4,4,0,4,0,29,14,2,10,2,14,4,10,0,1,6,5,76,2,18,17,1,52,0,0,0,280,45,40,60,54,0,12,0,115,1,0,6,1,0,11,6,1,12
Matias Aguirregaray,TIJ,LMX,D,12,973,3,0,0,0,0,0,0,0,2,0,14,23,3,8,0,8,0,3,23,17,349,3,7,86,26,73,0,0,0,710,22,90,61,187,1,30,0,165,36,0,36,0,0,0,0,0,42
Matias Perez Garcia,ORL,MLS,M,15,971,3,0,0,1,2,0,1,1,17,5,10,31,9,28,2,23,3,1,38,31,285,2,3,68,16,92,0,0,0,622,17,124,71,211,1,60,0,178,25,0,33,1,0,2,0,1,29
Georges Mandjeck,MET,FRAN,M,14,971,5,0,0,0,1,0,1,0,9,2,19,0,0,6,0,5,0,3,26,14,341,0,37,72,10,86,0,1,0,573,8,66,74,182,1,15,0,115,53,0,35,0,0,0,0,0,15
Lucero Gonzalo Alvarez Martinez,LOB,LMX,G,12,968,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,191,0,5,86,0,6,1,0,0,377,0,21,3,50,0,3,0,122,50,0,81,0,0,0,0,0,0
Manuel Iturra,NEC,LMX,M,13,968,4,0,0,0,1,0,1,0,2,0,17,4,0,7,0,6,0,6,29,15,488,0,6,72,8,63,0,0,0,730,2,91,60,247,2,24,0,125,81,0,66,0,0,3,0,0,9
Nampalys Mendy,NIC,FRAN,M,14,966,2,0,0,0,1,1,0,1,1,0,13,2,0,2,0,1,0,1,14,7,665,0,3,50,3,35,0,1,0,825,0,96,38,308,3,5,0,83,76,0,36,0,0,0,0,0,4
Dillon Powers,RAP,MLS,M,15,964,3,0,0,0,0,1,0,0,4,1,8,28,7,10,0,5,5,3,32,20,345,1,11,55,1,68,0,0,0,616,4,100,46,209,0,45,0,166,40,0,30,1,0,0,0,0,1
Hedgardo Marin,GUA,LMX,D,12,964,2,0,0,0,0,0,0,0,8,1,19,0,0,2,1,1,1,7,11,7,428,0,20,41,4,38,0,0,0,642,5,30,40,109,2,4,0,96,66,0,47,0,0,0,0,0,4
Demar Phillips,RSL,MLS,D,13,962,2,0,0,0,2,0,2,0,3,0,25,38,4,8,1,6,0,4,29,22,284,3,15,79,7,57,0,0,0,723,3,93,52,174,4,34,0,208,42,0,26,0,0,1,0,0,14
Harry Arter,BOU,EPL,M,13,961,4,0,0,1,0,0,0,0,11,1,12,5,0,3,0,3,0,5,19,16,510,0,6,63,4,44,0,0,0,706,1,127,39,276,1,23,0,97,56,0,39,0,0,0,0,0,8
Samuel Piette,MTL,MLS,M,11,960,3,0,0,0,1,0,1,0,3,0,13,1,0,7,0,6,0,3,39,28,498,0,13,104,2,66,1,0,0,677,1,69,43,221,1,4,0,76,63,0,30,0,0,0,0,0,3
Alexandru Maxim,M05,BUND,M,22,958,4,0,0,2,2,1,0,2,27,5,8,75,23,19,1,7,10,2,17,12,320,2,1,59,10,44,0,0,0,662,25,122,99,222,1,81,1,197,31,0,28,0,0,1,1,1,24
Sebastian Langkamp,BSC,BUND,D,12,954,2,0,0,0,0,0,0,0,6,1,26,0,0,1,0,1,0,4,15,12,486,0,29,27,1,53,0,1,0,705,11,35,33,156,2,3,0,81,112,0,56,0,0,1,1,0,1
Ignacio Camacho,WOB,BUND,M,11,953,1,0,0,0,0,0,0,0,5,2,45,0,0,4,1,4,0,5,28,22,392,0,56,29,2,106,0,0,0,707,8,53,54,149,3,11,0,144,61,0,38,1,0,0,0,0,2
Anastasios Donis,VFB,BUND,F,18,950,1,0,0,2,2,0,2,0,38,15,8,40,6,11,5,9,0,0,19,13,126,6,11,38,37,80,0,0,0,435,37,53,80,100,1,36,0,158,5,0,6,0,0,3,5,2,76
Claude Dielna,NER,MLS,D,11,945,4,0,0,0,0,0,0,0,8,2,15,5,2,2,0,2,0,2,19,14,320,2,7,58,4,34,0,2,0,539,3,56,31,138,1,17,0,102,75,0,42,0,0,1,1,0,6
Guilherme,BEN,SERI,M,12,944,1,0,0,2,2,1,2,0,12,3,8,22,8,21,3,17,2,1,20,11,298,3,2,40,17,60,0,0,0,540,21,118,84,191,1,32,0,126,5,0,8,3,0,3,1,0,32
Mario Gomez,WOB,BUND,F,12,938,0,0,0,1,2,0,2,0,24,7,1,5,0,11,1,9,0,1,6,6,132,0,44,14,4,60,0,0,0,334,48,48,78,79,0,6,0,121,2,2,6,0,0,5,6,1,7
Marco Reus,BVB,BUND,F/M,11,935,1,0,0,7,0,0,0,0,31,15,4,30,12,19,4,14,5,3,16,8,278,2,3,42,13,52,0,0,0,560,62,135,62,226,1,51,0,142,11,1,9,1,0,5,3,5,32
Lois Diony,ASS,FRAN,F,16,933,0,0,0,0,0,0,0,0,16,6,1,7,1,5,0,5,0,1,3,0,111,1,12,26,7,37,0,0,0,291,39,48,74,80,1,16,0,114,8,0,0,0,0,6,1,0,12
Henrikh Mkhitaryan,MUN,EPL,F/M,15,931,2,0,0,1,5,0,3,2,15,5,7,52,11,28,6,19,4,0,15,11,438,4,9,57,14,49,0,0,0,754,24,207,78,333,2,72,0,204,15,0,13,4,0,2,0,1,31
Konstantin Rausch,KOE,BUND,D,12,927,3,0,0,0,1,0,1,0,12,1,22,70,10,8,1,6,1,2,21,16,269,4,11,50,2,41,0,0,0,690,9,77,51,149,3,67,1,199,31,0,15,0,0,1,0,0,12
Paul Arriola,DCU,MLS,F/M,11,922,2,0,0,1,2,0,2,0,19,7,11,26,6,16,3,14,0,1,18,12,224,6,9,46,20,65,0,0,0,573,48,88,85,161,2,36,0,196,14,0,9,0,0,0,2,1,47
Martin Braithwaite,GIR,FRAN,F,14,915,3,0,0,4,3,1,3,0,23,9,0,9,1,7,4,4,0,1,6,4,150,1,21,25,8,42,0,0,0,326,33,53,66,93,0,12,0,113,4,0,6,0,0,4,5,3,16
Emanuele Giaccherini,CHI,SERI,F/M,13,911,4,0,0,3,3,0,3,0,6,4,5,37,5,15,0,11,1,3,7,4,306,0,5,81,11,38,0,0,0,558,16,119,68,204,0,42,0,172,20,0,17,0,0,2,0,0,26
Marc-Oliver Kempf,SCF,BUND,D,12,901,1,0,0,0,1,0,0,1,5,1,23,0,0,4,2,3,0,7,13,12,409,0,24,43,1,41,0,0,0,637,11,37,31,118,5,13,0,117,74,0,49,0,2,0,0,0,2
Pedro Bigas,LPM,LIGA,D,12,896,3,0,0,0,0,0,0,0,4,1,15,0,0,5,0,5,0,11,14,9,516,0,12,53,10,41,0,2,0,720,3,31,29,147,1,3,0,85,82,0,37,0,0,1,0,0,12
Juan Bernat,FCB,BUND,M/D,11,892,1,0,0,0,2,0,2,0,4,0,11,23,5,11,2,9,0,1,25,19,445,5,11,34,13,61,0,1,0,691,35,128,68,271,4,27,0,110,27,0,16,0,0,1,1,0,43
Mohamed Elneny,ARS,EPL,M,13,869,3,0,1,0,1,0,1,0,8,1,10,8,0,10,1,9,0,0,12,6,784,0,6,79,3,27,0,2,0,943,12,202,29,465,0,15,0,80,52,0,23,1,0,1,0,0,4
Philipp Lienhart,SCF,BUND,D,11,867,2,0,0,0,0,0,0,0,2,0,13,0,0,1,0,1,0,8,16,14,322,0,16,33,2,38,0,0,0,525,3,20,39,82,0,6,0,84,44,0,21,0,0,0,0,0,3
Valentin Vada,GIR,FRAN,M,21,860,4,0,0,2,1,0,1,0,12,4,5,35,7,7,0,3,3,1,23,12,498,4,6,57,9,56,1,0,0,742,13,127,62,290,0,46,1,136,34,0,19,1,0,1,0,1,15
Yannick Bolasie,EVE,EPL,F/M,16,854,0,0,0,1,0,0,0,0,19,7,4,53,7,4,1,4,0,0,8,7,132,7,12,55,17,47,0,0,0,440,25,60,70,99,1,54,0,208,6,0,2,0,0,4,2,0,36
Amir Abrashi,SCF,BUND,M,12,851,2,0,0,0,0,0,0,0,5,0,22,5,2,3,0,3,0,5,35,32,245,2,19,55,4,83,0,0,0,495,5,53,63,125,1,11,0,109,22,0,14,0,0,0,0,0,5
Gabriel Jhon Cortez,LOB,LMX,M,14,822,1,0,0,2,3,0,0,3,33,14,5,53,17,20,4,9,8,0,5,1,296,3,5,35,9,27,0,0,0,548,13,111,45,232,0,81,0,162,17,0,21,0,0,1,0,0,18
Adalberto Penaranda,MAL,LIGA,F/M,13,807,3,0,0,0,0,0,0,0,21,6,0,5,0,10,0,10,0,1,10,6,193,0,17,41,15,69,0,0,0,427,22,68,120,136,0,10,0,130,6,0,5,0,0,3,0,0,29
Mikel Vesga,ATH,LIGA,M,12,807,6,0,0,1,1,0,1,0,7,4,8,12,4,7,1,6,0,3,17,8,320,2,22,65,7,56,0,0,0,525,14,81,78,171,1,21,0,111,35,0,21,0,0,0,3,0,10
Rodrigo Gomez,TOL,LMX,M,13,727,2,0,0,0,3,0,3,0,9,1,7,41,8,16,2,11,2,0,9,5,164,4,0,28,9,41,0,0,0,372,9,75,54,138,0,52,0,120,15,0,16,0,0,1,0,0,20
Jordan Lukaku,LAZ,SERI,D,30,1341,2,0,0,1,2,0,2,0,6,3,14,73,19,22,1,19,1,2,28,15,475,19,7,84,35,74,0,0,0,1025,38,161,91,322,4,59,0,268,26,0,15,0,0,6,2,1,64
Emmanuel Boateng,LEV,LIGA,F,25,1270,5,0,0,6,0,0,0,0,42,16,5,3,0,7,2,7,0,1,4,3,143,0,74,35,15,129,0,0,0,452,61,60,137,90,3,16,0,160,3,0,5,0,0,9,9,5,24
Martin Barragan,NEC,LMX,F,30,1189,1,0,0,6,6,0,5,1,48,18,1,7,0,13,2,7,0,2,4,4,256,0,32,18,11,74,0,0,0,522,69,117,106,190,0,18,0,148,6,1,7,0,0,17,8,4,21
Kingsley Coman,FCB,BUND,F/M,21,1147,0,0,0,3,3,0,3,0,29,15,8,57,12,24,5,21,0,0,11,10,470,12,15,62,53,99,0,0,0,846,85,212,81,366,0,79,0,225,14,0,17,1,0,2,2,0,92
Marc Navarro,ESP,LIGA,D,19,1105,3,0,0,1,0,0,0,0,20,5,22,61,16,9,1,9,0,6,20,13,285,16,12,59,9,48,0,0,0,767,22,49,74,132,5,66,0,227,23,0,19,0,0,0,0,0,29
Tosaint Ricketts,TOR,MLS,F,23,1092,0,0,0,7,1,0,1,0,33,15,4,9,3,8,1,7,0,1,5,2,128,3,40,18,9,66,0,0,0,347,62,53,86,96,0,9,0,121,2,0,3,0,0,10,5,5,18
Oumar Niasse,EVE,EPL,F,22,1081,2,0,0,8,2,0,2,0,37,18,2,7,1,11,3,9,0,2,10,6,156,1,34,27,20,79,0,0,0,497,88,94,151,130,0,16,0,212,6,0,2,1,0,20,7,7,36
Vasco Regini,SAM,SERI,D,14,1075,2,0,0,0,0,0,0,0,2,0,11,14,2,3,1,3,0,7,13,7,538,2,17,37,9,45,0,0,0,826,6,53,37,200,16,21,0,114,84,0,25,0,0,0,0,0,12
Chris McCann,ATL,MLS,M/D,24,1067,0,0,0,0,2,0,2,0,15,3,18,31,8,21,1,18,1,4,20,17,532,7,14,52,8,55,0,0,0,894,22,139,46,305,1,49,0,177,49,0,25,0,0,4,0,0,13
Raheem Edwards,TOR,MLS,M/D,22,1064,2,0,0,1,4,2,4,0,11,4,18,36,9,13,3,9,0,1,40,29,326,9,25,70,25,104,0,0,0,781,51,109,110,213,4,42,0,244,23,0,20,0,0,5,0,0,53
Stefano Sensi,SAS,SERI,M,17,1036,2,0,0,2,0,0,0,0,21,5,21,44,14,22,0,16,6,2,16,13,429,3,4,95,12,60,1,0,0,725,9,124,49,265,0,62,0,139,60,0,57,0,1,0,0,2,18
