Player Name,Team,League,POS,GP,MIN,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,INT,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,P,ACRO,AW,BR,DR,DW,EG,ES,OWN,TOUCH,TBOX,PFT,DL,AFZP,BLKCR,PENT,CLROL,POSL,LPOPP,PK,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Sergio Reguilon,TOT,EPL,M/D,27,2248,5,0,0,0,3,0,3,0,20,4,32,62,15,17,4,14,0,7,47,25,928,15,29,134,22,117,1,0,1,1807,49,210,128,491,9,83,0,436,81,0,38,0,0,1,0,0,49
Martin Caceres,FIO,SERI,D,29,2241,4,0,0,2,2,0,2,0,15,6,14,45,10,10,2,8,0,14,28,12,736,10,25,126,3,74,1,0,0,1267,24,180,77,408,3,51,0,267,95,0,74,0,0,0,2,1,8
Mihailo Ristic,MON,FRAN,D,34,2239,4,0,0,0,2,1,2,0,20,6,26,94,30,18,4,14,2,9,45,22,747,30,24,144,22,109,0,0,0,1618,13,169,113,367,5,106,0,381,81,0,75,0,0,0,0,0,45
Antonio Barragan,ELC,LIGA,D,27,2237,8,0,0,0,3,0,1,2,6,0,33,53,11,10,1,6,1,8,28,14,950,9,33,92,11,97,0,1,0,1577,12,138,75,343,7,78,0,262,105,0,69,0,0,2,2,0,16
Matteo Ricci,SPE,SERI,M,29,2232,5,0,0,0,2,0,2,0,21,5,34,32,10,22,3,16,4,4,40,23,1407,6,15,188,11,95,0,0,0,1914,13,360,82,801,2,88,0,289,209,0,163,1,0,0,1,0,18
Pedro Santos,CLB,MLS,M/D,26,2231,5,0,0,8,7,1,7,0,57,20,27,129,29,43,11,29,7,1,57,36,613,15,20,129,25,157,0,0,0,1415,70,303,164,485,4,175,0,449,33,2,44,2,0,1,3,5,54
Oliver Norwood,SHU,EPL,M,32,2224,6,0,0,0,0,0,0,0,11,1,36,114,32,32,2,18,13,12,49,22,1172,11,16,182,2,74,0,1,0,1776,5,278,103,611,2,149,1,352,123,0,113,0,0,0,0,0,4
Giulio Maggiore,SPE,SERI,M,33,2223,3,0,0,3,1,1,1,0,38,15,19,19,2,13,3,12,0,6,61,36,553,2,31,132,18,151,1,0,0,1201,78,176,157,333,4,56,0,350,29,0,26,2,0,4,6,2,40
Jesus Ricardo Angulo,GUA,LMX,M,39,2217,0,0,0,7,3,1,3,0,38,15,15,59,18,54,4,40,11,3,33,24,826,6,3,125,37,109,0,0,0,1393,68,323,129,616,3,83,0,313,63,0,53,0,0,4,1,5,69
Roger Marti,LEV,LIGA,F,33,2209,4,0,0,12,4,0,4,0,46,23,4,12,3,18,4,14,0,3,11,7,354,3,20,50,14,70,0,0,0,765,101,152,131,232,0,33,0,252,15,4,16,3,0,14,5,8,19
Dani Olmo,RBL,BUND,F/M,32,2205,1,0,0,5,9,1,8,1,77,24,13,24,6,41,8,32,0,0,23,14,945,5,27,146,31,117,0,0,0,1681,109,396,132,698,0,98,0,448,61,1,42,4,0,2,4,4,65
Danny Ings,SOU,EPL,F,29,2185,1,0,0,12,4,0,4,0,57,27,3,19,3,22,3,18,0,2,22,13,332,3,23,73,30,93,1,0,0,885,126,141,152,226,7,45,0,309,16,2,12,1,0,18,6,7,59
Jonathan Ikone,LIL,FRAN,F/M,37,2184,0,0,0,4,5,0,5,0,47,12,7,7,0,24,5,18,1,1,18,12,594,0,17,95,53,111,0,0,0,1142,60,221,152,413,2,53,1,310,27,1,24,3,0,6,3,2,87
Juan Delgado,NEC,LMX,M,29,2180,4,0,1,2,0,0,0,0,32,11,6,108,28,34,4,27,7,1,25,14,477,20,14,123,36,119,0,0,0,1055,38,174,164,364,3,108,0,325,35,0,29,0,0,2,1,0,70
Juan Cuadrado,JUV,SERI,M/D,30,2178,9,0,1,2,10,1,5,5,19,7,43,162,42,60,17,33,17,2,43,25,1300,14,12,125,45,165,0,2,0,2171,80,348,125,764,8,184,0,417,77,1,83,1,0,3,2,1,68
Teji Savanier,MON,FRAN,M,27,2174,6,0,1,5,5,1,2,3,56,19,38,163,53,63,10,24,34,6,49,33,803,11,18,196,51,183,0,0,0,1747,42,284,203,547,0,206,0,525,103,4,127,0,0,1,2,4,82
Jean-Eudes Aholou,STR,FRAN,M,27,2155,9,0,0,2,2,0,2,0,31,6,53,8,1,7,2,5,0,5,46,25,699,1,40,165,26,144,0,0,0,1202,24,142,134,338,1,28,1,227,67,0,36,0,0,0,3,0,33
Emmanuel Gigliotti,LEO,LMX,F,33,2150,4,0,0,9,1,0,1,0,56,22,1,4,0,18,3,17,0,0,12,3,282,0,26,33,10,58,0,0,0,565,99,96,101,170,0,19,0,153,5,0,8,0,0,7,9,5,26
Edgar Mendez,ALA,LIGA,F/M,33,2103,10,1,1,5,1,0,1,0,35,10,19,62,13,18,2,17,0,3,39,29,234,13,61,107,18,166,0,0,0,837,59,59,177,146,1,61,0,337,12,0,17,0,0,8,4,5,39
Terem Moffi,FCL,FRAN,F,32,2090,2,0,0,14,2,0,2,0,56,25,4,5,2,26,4,24,0,2,13,8,262,2,38,57,24,93,0,0,0,750,109,112,199,175,0,20,0,301,3,1,10,1,0,11,9,11,58
Moreto Cassama,SR,FRAN,M,29,2042,8,0,3,1,1,0,0,1,11,2,36,19,8,15,1,10,4,6,49,36,1217,1,6,172,27,109,2,2,0,1680,2,171,80,458,1,51,0,224,158,0,132,0,0,0,0,0,33
Jose Luis Palomino,ATA,SERI,D,36,2422,3,0,0,1,2,0,2,0,4,1,79,14,1,9,1,7,0,16,67,33,1256,1,59,222,2,144,0,2,0,1881,17,133,121,442,7,26,1,299,170,0,90,0,0,2,0,0,2
Yacine Adli,GIR,FRAN,F/M,35,2415,6,0,0,2,5,1,4,1,24,9,39,53,11,53,5,41,7,2,74,37,1310,2,27,172,50,188,1,1,0,2071,27,319,192,700,0,95,0,423,120,0,114,3,0,0,2,0,79
Reece James,CHE,EPL,M/D,32,2367,3,0,0,1,2,0,1,1,34,11,17,144,35,42,4,32,7,7,55,35,1499,23,40,153,34,146,0,0,0,2380,51,409,117,798,9,154,0,390,100,0,73,0,0,1,0,0,51
Willi Orban,RBL,BUND,D,29,2361,4,0,0,4,1,0,1,0,23,7,40,10,2,10,2,9,0,20,40,26,1827,2,112,143,8,174,0,0,0,2423,39,254,95,795,5,29,0,299,275,0,69,0,0,3,2,2,11
Ismael Sosa,PAC,LMX,F/M,38,2357,1,0,0,6,6,0,4,2,40,16,7,157,48,66,6,36,24,0,21,11,596,20,17,85,20,106,0,0,0,1223,77,312,121,529,1,197,0,392,24,3,49,2,0,18,3,4,43
Nacho Vidal,OSA,LIGA,D,34,2342,10,0,0,0,0,1,0,0,10,2,43,50,10,12,3,12,0,10,56,28,543,10,54,130,15,160,0,0,0,1413,23,133,110,277,11,86,0,380,75,0,42,0,0,1,1,0,33
Mickael Malsa,LEV,LIGA,M,35,2341,5,0,0,1,0,0,0,0,24,7,43,1,0,12,0,12,0,9,55,26,1166,0,23,208,20,132,1,1,0,1739,16,206,126,584,0,32,1,278,154,0,87,1,2,0,0,1,31
Yangel Herrera,GRA,LIGA,M,32,2313,7,0,0,3,1,0,1,0,33,7,26,11,2,11,2,10,0,17,59,26,586,2,125,145,21,261,0,1,0,1296,51,190,247,363,4,24,1,373,53,0,25,1,0,5,4,1,37
Adrien Rabiot,JUV,SERI,M,34,2313,5,1,1,4,2,0,2,0,33,12,43,20,4,10,2,8,0,11,72,42,1283,4,38,147,36,166,0,1,0,1855,43,292,117,684,3,40,0,219,94,0,42,1,0,0,1,2,48
Ruben Vezo,LEV,LIGA,D,32,2311,7,0,0,1,0,0,0,0,5,2,46,5,0,3,0,3,0,11,34,19,1123,0,52,131,10,115,0,3,1,1655,13,141,87,382,7,19,1,244,161,0,119,0,0,0,0,0,14
Seko Fofana,RCL,FRAN,M,30,2310,2,0,0,2,3,0,3,0,40,12,34,19,4,24,5,21,0,5,16,8,1043,4,22,155,41,100,0,1,0,1589,59,228,116,555,8,38,0,286,75,0,42,0,0,1,2,1,74
Artur,CLB,MLS,M,27,2309,3,0,0,3,2,2,2,0,15,9,39,8,1,15,0,13,0,8,89,49,1302,1,20,183,17,142,0,0,0,1803,32,269,133,608,0,22,0,225,131,0,124,2,0,3,0,1,27
Ngonda Muzinga,DIJ,FRAN,D,30,2309,5,0,0,2,0,0,0,0,11,4,72,69,13,18,1,18,0,3,59,40,987,13,32,187,36,142,0,0,0,2105,11,187,130,447,8,92,0,580,114,0,80,0,0,1,0,0,56
Vincent Manceau,SCO,FRAN,M/D,27,2308,4,0,0,0,0,0,0,0,6,2,35,61,8,12,1,10,2,2,42,27,1040,8,13,133,10,79,0,0,0,1857,7,214,72,456,6,83,0,362,136,0,66,0,0,0,0,0,20
Bersant Celina,DIJ,FRAN,M,32,2303,5,0,1,0,5,0,3,2,24,5,8,124,34,49,8,25,18,2,20,12,782,7,3,106,29,70,0,0,0,1363,24,232,112,476,1,179,0,358,46,0,36,3,0,1,2,0,50
Henry Martin,AME,LMX,F,34,2295,0,0,0,16,3,0,3,0,74,37,3,3,0,33,3,30,0,0,12,7,367,0,96,36,15,162,0,0,0,804,132,165,175,266,0,23,0,231,10,1,7,1,0,10,4,12,31
Walker Zimmerman,NSH,MLS,D,25,2285,1,0,0,3,0,1,0,0,24,12,44,4,1,11,2,11,0,18,25,15,919,1,82,121,10,121,1,1,0,1438,48,74,64,236,2,25,0,220,129,0,55,1,1,0,1,1,10
Joel Veltman,BHA,EPL,D,28,2282,3,0,0,1,1,0,1,0,14,4,33,63,20,22,2,20,1,5,67,33,971,20,42,140,18,166,0,0,0,1891,32,229,123,505,4,105,0,418,128,0,69,0,0,0,1,1,36
Steve Clark,POR,MLS,G,25,2280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,530,0,11,206,0,15,2,0,0,1059,0,12,3,72,0,7,0,269,74,0,181,0,0,0,0,0,0
Diego Chara,POR,MLS,M,25,2279,9,0,0,1,5,1,5,0,3,1,40,6,1,15,3,10,0,9,60,38,1272,1,9,208,24,137,0,1,0,1791,11,276,117,659,8,33,0,215,174,0,86,0,0,1,0,1,31
Harrison Afful,CLB,MLS,D,26,2275,5,0,0,1,2,1,2,0,14,3,70,93,21,23,4,21,0,6,40,23,1126,21,23,164,18,100,2,1,0,2018,21,330,78,642,6,120,1,429,90,0,87,1,0,4,0,0,25
Anton Tinnerholm,NYC,MLS,D,26,2271,5,0,0,4,5,0,4,1,22,7,21,92,21,41,6,36,0,2,48,37,908,21,20,138,16,116,0,0,0,1835,55,321,91,557,5,130,0,446,89,0,36,1,1,5,1,1,31
Maya Yoshida,SAM,SERI,D,32,2271,5,0,0,1,2,0,2,0,11,1,57,0,0,7,2,5,0,34,17,4,1021,0,46,136,5,88,0,1,0,1506,24,69,47,258,3,5,0,197,144,0,105,0,1,0,1,1,6
Bruno Gonzalez,VLD,LIGA,D,27,2261,8,0,0,1,0,0,0,0,5,2,37,1,0,1,0,1,0,14,26,17,602,0,57,97,3,99,1,0,0,1054,8,35,77,146,3,11,0,206,90,0,64,0,0,0,0,0,4
Andros Townsend,CRY,EPL,F/M,34,2259,0,0,0,1,5,1,3,2,36,11,41,155,55,40,7,22,13,2,78,41,518,26,3,177,44,178,0,0,0,1380,35,199,177,394,6,173,0,431,32,0,18,0,0,2,2,1,73
Joel Ward,CRY,EPL,D,26,2255,5,0,0,0,1,0,1,0,2,1,41,27,3,7,1,6,0,8,43,25,589,3,48,134,12,115,1,1,0,1418,10,142,102,294,8,42,0,349,81,0,34,0,0,1,0,0,16
Axel Werner,ASL,LMX,G,25,2250,3,0,0,0,1,0,1,0,1,0,1,0,0,2,0,1,0,0,1,1,289,0,6,171,0,9,0,0,0,683,1,34,3,123,0,8,0,208,126,0,161,0,0,0,0,0,0
Karl Darlow,NEW,EPL,G,25,2250,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,17,188,0,18,0,0,0,889,0,29,0,155,0,2,0,353,156,0,186,0,0,0,0,0,0
Michael Boxall,MNU,MLS,D,25,2250,5,0,0,0,0,0,0,0,10,4,48,0,0,1,0,1,0,27,35,21,720,0,35,115,1,75,0,0,1,1148,13,45,68,206,10,5,2,142,122,0,51,0,0,1,0,0,1
Gil Alcala,QUE,LMX,G,25,2250,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,353,0,3,193,0,10,2,0,0,811,0,75,2,179,0,7,0,291,180,0,204,0,0,0,0,0,0
Jordi Masip,VLD,LIGA,G,25,2250,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,328,0,6,203,0,7,1,0,0,912,0,43,2,151,0,6,0,380,151,0,182,0,0,0,0,0,0
Andre Blake,PHI,MLS,G,25,2249,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,1,349,0,5,233,0,10,1,0,0,871,0,27,1,122,0,4,0,294,123,0,186,0,0,0,0,0,0
Ivan Rakitic,SEV,LIGA,M,37,2241,5,0,0,4,2,0,1,1,40,10,26,23,7,25,1,21,2,4,32,18,1462,2,31,157,11,98,1,0,0,2020,40,357,123,761,1,58,0,305,143,2,109,1,0,2,3,4,28
Toby Alderweireld,TOT,EPL,D,25,2241,2,0,0,1,0,0,0,0,10,3,10,1,1,8,1,8,0,28,35,22,1186,1,46,117,4,87,0,0,1,1708,14,75,66,286,6,22,1,258,153,0,111,2,0,0,0,0,4
Conor Townsend,WBA,EPL,D,25,2235,0,0,0,0,2,0,2,0,11,4,36,62,16,23,5,21,0,15,44,28,704,16,43,135,11,122,0,2,0,1509,29,191,90,387,4,91,1,369,99,0,46,0,0,2,2,0,27
Alexander Callens,NYC,MLS,D,25,2233,7,0,0,2,0,0,0,0,11,3,36,0,0,2,0,2,0,14,44,26,1138,0,44,138,5,109,0,1,0,1614,16,106,88,381,3,5,1,215,186,0,81,0,0,0,2,0,7
Nicolas Lodeiro,SOU,MLS,M,25,2232,3,0,0,8,8,5,5,3,48,19,16,234,60,63,14,31,24,0,35,20,1364,19,11,155,26,147,0,0,0,2381,67,573,152,1042,0,308,0,650,103,4,90,4,0,7,4,5,62
Florian Wirtz,LEV,BUND,M,29,2228,1,0,0,5,5,0,4,1,31,14,9,18,7,47,4,40,1,1,35,18,780,6,7,143,60,116,0,0,0,1422,86,309,160,531,1,57,0,377,46,0,34,2,0,7,2,4,89
Alejandro Pozuelo,TOR,MLS,F/M,25,2225,3,0,0,9,9,1,9,0,58,25,11,111,21,73,15,53,11,0,23,10,1283,8,14,109,55,120,0,0,0,2058,104,596,163,999,2,214,0,492,66,5,80,9,0,1,3,8,77
Raphael Guerreiro,BVB,BUND,M/D,27,2222,1,0,0,5,10,0,9,1,37,15,28,70,21,55,14,42,3,4,30,13,1652,13,6,174,32,80,0,1,0,2457,96,567,76,1009,6,136,0,388,128,0,54,7,0,2,2,3,48
Matthijs De Ligt,JUV,SERI,D,27,2219,4,0,0,1,1,0,0,1,19,6,31,5,3,9,1,8,0,21,37,19,1596,3,58,140,6,124,0,0,0,2002,29,137,84,584,0,19,0,151,211,0,70,0,0,2,0,1,7
Laurent Koscielny,GIR,FRAN,D,26,2218,3,0,0,0,2,0,0,2,6,1,54,2,0,7,2,5,0,34,29,17,1197,0,55,137,2,108,1,0,0,1642,14,65,53,297,1,6,0,143,191,0,98,1,0,2,1,0,3
Fabio Quagliarella,SAM,SERI,F,33,2213,1,0,0,13,1,0,1,0,82,28,7,20,4,19,2,18,0,1,12,8,357,4,35,69,17,98,0,0,0,851,109,126,132,230,0,34,0,273,15,3,20,0,0,18,5,10,28
Kalidou Koulibaly,NAP,SERI,D,26,2211,8,1,1,0,0,0,0,0,11,2,29,5,2,5,0,5,0,26,36,24,1563,2,40,172,19,104,0,2,0,2029,18,134,88,571,7,18,1,227,287,0,124,0,0,0,1,0,22
Joshua Kimmich,FCB,BUND,M/D,27,2197,4,0,0,4,10,1,7,3,37,14,36,176,59,66,9,32,24,5,40,28,1693,11,19,205,29,131,0,0,0,2482,28,527,104,1066,1,261,0,424,218,0,175,6,0,0,1,1,37
Alejandro Bedoya,PHI,MLS,M,25,2192,10,0,0,3,3,1,3,0,35,13,35,32,4,35,7,32,0,8,44,20,951,4,56,115,4,116,0,0,0,1528,68,411,124,644,4,62,0,301,72,0,37,1,0,8,2,1,13
Uros Racic,VAL,LIGA,M,31,2190,6,0,0,1,1,0,1,0,35,10,26,4,1,10,0,8,1,11,38,22,832,1,71,159,24,157,0,0,0,1382,20,181,158,408,2,18,0,277,80,0,105,0,0,1,0,0,35
Liam Cooper,LEE,EPL,D,25,2187,4,0,1,1,0,0,0,0,15,9,61,0,0,0,0,0,0,32,68,45,1412,0,96,156,3,192,0,1,0,1991,24,87,108,317,3,12,0,256,162,0,95,0,0,1,3,0,4
Yannick Carrasco,ATM,LIGA,M/D,30,2186,6,0,0,6,10,1,7,3,43,24,17,111,18,47,7,29,8,0,27,15,683,7,2,151,66,128,0,1,0,1489,130,297,162,490,6,166,0,445,25,0,20,3,0,4,3,6,120
Lisandro Magallan,CRO,SERI,D,28,2184,10,0,0,1,2,0,2,0,8,2,45,1,1,9,0,7,0,15,54,31,867,1,43,141,7,117,0,1,0,1399,12,102,122,316,4,10,0,231,145,0,56,0,0,0,1,1,9
Gyasi Zardes,CLB,MLS,F,26,2183,1,0,0,15,5,0,4,1,63,30,4,2,0,32,5,27,0,2,13,6,284,0,91,51,14,149,0,0,0,783,123,131,179,196,0,13,0,257,11,3,7,0,0,26,15,12,24
Djibril Sow,SGE,BUND,M,28,2180,6,0,0,0,2,0,2,0,11,3,51,6,1,17,1,15,0,8,58,33,1057,1,27,178,16,141,0,0,0,1574,16,228,119,546,2,26,2,228,89,0,44,1,0,2,0,0,28
Wilfred Ndidi,LEI,EPL,M,26,2179,6,0,0,1,4,0,4,0,16,1,61,5,0,16,3,12,0,11,96,63,1244,0,57,227,16,184,0,0,0,1846,14,176,149,527,3,13,0,250,91,0,53,1,0,0,0,0,30
Ruben Alcaraz,VLD,LIGA,M,30,2170,10,0,0,1,0,0,0,0,28,3,31,10,4,9,1,9,0,8,54,29,921,3,53,153,14,164,0,0,0,1469,23,195,161,462,4,31,0,246,116,0,117,0,0,0,2,0,19
Pierluigi Gollini,ATA,SERI,G,25,2158,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,424,0,7,153,1,11,0,0,0,745,0,16,2,58,0,5,0,159,58,0,130,0,0,0,0,0,1
Mikel Merino,RSO,LIGA,M,26,2156,5,0,0,2,4,1,4,0,33,10,32,21,3,29,5,25,0,8,61,36,903,3,82,174,31,226,0,0,0,1640,56,326,211,576,1,84,0,394,73,0,55,5,0,3,4,2,46
Roberto Alvarado,CA,LMX,F/M,36,2156,4,0,0,4,7,0,5,2,35,7,22,56,16,34,2,20,7,0,51,27,680,7,25,127,30,147,0,0,0,1285,42,312,140,508,7,107,0,282,46,0,45,1,0,2,0,3,51
Matheus Cunha,BSC,BUND,F/M,27,2151,9,0,0,7,4,0,3,1,70,35,31,110,33,49,6,24,21,2,36,16,442,3,18,135,82,208,0,0,0,1367,98,208,226,350,2,144,0,473,25,3,45,1,0,5,8,4,137
Eric Junior,DIJ,FRAN,M,30,2150,5,0,0,1,1,0,1,0,45,13,14,27,5,25,3,24,0,1,38,25,623,5,18,134,59,150,0,0,0,1241,71,183,188,362,2,40,0,343,30,0,26,0,0,2,2,1,113
Lorenzo De Silvestri,BOL,SERI,M/D,29,2147,4,0,0,2,0,0,0,0,11,6,30,43,10,13,0,12,1,10,34,24,795,10,49,97,3,104,1,2,0,1559,24,188,110,400,12,68,0,356,132,0,61,0,0,1,1,2,4
Leon Bailey,LEV,BUND,F/M,30,2147,6,0,0,9,8,0,6,2,58,21,9,155,39,48,8,33,7,0,14,8,608,18,18,107,74,149,0,0,0,1386,116,246,153,462,0,169,0,466,11,0,47,1,0,15,4,6,136
Thierry Correia,VAL,LIGA,D,29,2140,4,1,1,1,1,0,1,0,8,2,42,62,13,18,1,17,0,6,47,27,699,13,32,125,27,143,0,1,0,1581,13,149,110,330,7,88,0,388,63,0,57,1,0,2,0,0,45
Ander Capa,ATH,LIGA,D,28,2140,5,0,0,2,1,0,1,0,12,6,25,60,8,16,1,14,1,8,37,18,650,8,22,119,29,96,0,0,0,1497,33,172,106,364,13,90,0,366,78,0,29,0,0,1,0,1,55
Jefferson Intriago,JUA,LMX,M,25,2134,6,0,0,0,2,0,1,1,15,3,18,78,25,33,2,16,15,2,34,22,868,4,8,126,18,109,0,0,0,1315,7,169,83,495,1,92,0,233,77,0,81,1,0,1,0,0,28
Leonardo Spinazzola,ROM,SERI,M/D,27,2130,0,0,0,2,4,0,4,0,22,6,25,102,24,37,11,33,0,1,12,6,833,24,11,113,59,93,0,0,1,1624,87,266,99,499,4,119,0,401,46,0,58,2,0,2,3,1,127
Stefan Posch,TSG,BUND,D,26,2123,9,1,1,0,0,0,0,0,10,2,37,28,10,14,0,14,0,8,52,24,1060,10,51,121,8,123,1,0,0,1767,17,168,110,375,7,43,0,346,145,0,81,0,1,1,1,0,19
Emanuel Aguilera,AME,LMX,D,28,2117,1,0,0,7,0,0,0,0,19,10,53,0,0,8,0,7,1,10,11,8,808,0,57,123,5,80,0,0,0,1190,18,59,86,229,1,20,1,164,145,6,101,0,0,0,2,5,5
Amine Harit,S04,BUND,M,28,2111,4,0,0,2,5,0,4,1,22,5,17,71,24,51,6,32,14,1,22,13,609,3,6,99,90,197,0,1,0,1347,57,225,173,403,1,135,0,412,38,0,29,5,0,7,2,0,142
Mathieu Debuchy,ASS,FRAN,D,26,2107,5,0,0,2,1,0,0,1,26,7,45,96,21,18,2,17,0,9,58,33,637,21,70,116,14,160,0,0,0,1650,42,133,119,291,10,99,0,425,72,0,45,0,0,4,1,1,29
Luis Angel Mendoza,MAZ,LMX,F/M,33,2104,1,0,0,1,4,0,4,0,28,10,20,127,27,39,8,24,11,1,23,14,656,20,9,112,28,77,0,0,0,1335,46,218,106,421,2,172,0,430,47,0,55,0,0,0,2,0,54
Dara O'Shea,WBA,EPL,D,28,2102,3,0,0,0,0,1,0,0,3,0,45,11,1,5,0,4,1,17,45,25,515,1,72,101,5,137,0,0,0,1228,12,109,87,241,11,43,0,360,129,0,89,0,0,0,0,0,9
Luis Rioja,ALA,LIGA,F/M,35,2100,4,0,0,4,2,1,1,1,24,9,20,90,20,25,2,22,1,1,21,14,370,16,19,107,40,107,0,0,0,1003,60,135,127,255,3,84,0,335,20,0,17,0,0,7,3,3,72
Cristian Espinoza,SJE,MLS,F/M,26,2098,5,0,0,4,9,2,8,1,60,21,17,159,39,58,9,33,15,1,22,13,736,22,6,149,45,100,0,1,0,1513,71,346,149,567,5,169,0,468,26,0,52,0,0,3,1,0,98
Lucas Tousart,BSC,BUND,M,26,2095,7,0,0,1,0,0,0,0,30,6,40,12,3,9,3,9,0,6,33,18,649,3,63,142,16,134,0,0,0,1207,24,112,115,283,4,24,0,264,72,0,76,2,0,1,0,0,23
Jean-Ricner Bellegarde,STR,FRAN,M,36,2095,3,0,0,1,1,0,1,0,23,5,19,68,17,19,5,15,3,2,56,39,598,10,23,110,45,171,0,0,0,1239,60,168,156,359,2,74,0,338,38,0,48,0,0,0,0,1,78
Ander Guevara,RSO,LIGA,M,31,2085,5,0,0,1,1,1,1,0,9,2,25,3,1,14,0,13,0,5,35,23,1172,1,26,170,14,89,0,1,0,1676,11,222,90,573,1,31,0,303,123,0,83,0,0,0,0,0,16
Jordan Veretout,ROM,SERI,M,29,2059,4,0,0,10,2,0,1,1,40,19,13,68,14,26,2,14,10,3,21,12,1096,1,13,119,11,56,1,2,0,1526,35,271,87,670,0,90,0,246,129,5,82,0,0,2,4,8,20
Borna Sosa,VFB,BUND,M/D,26,2045,2,0,0,0,9,0,5,4,14,4,31,211,50,57,10,34,14,4,14,10,686,34,19,107,27,74,0,0,0,1579,40,206,79,425,8,213,0,447,39,0,26,0,0,2,0,0,41
Gervinho,PAR,SERI,F,27,2030,0,0,0,5,1,0,1,0,32,12,10,12,3,27,2,26,0,1,5,1,427,3,0,70,56,72,0,0,0,816,107,192,86,336,1,25,0,228,12,0,5,0,0,20,2,4,98
Alex Renato Ibarra,ATS,LMX,M,29,2016,6,0,0,4,0,0,0,0,64,15,11,84,24,41,1,35,6,0,34,23,570,18,16,116,46,145,0,0,0,1177,47,249,139,466,2,100,0,309,25,0,24,0,0,2,0,3,87
Pablo Maffeo,HUE,LIGA,D,25,1977,4,0,0,1,4,0,3,1,11,5,35,102,22,17,6,11,2,6,26,17,557,22,41,113,30,139,0,0,0,1395,26,127,79,275,6,116,0,413,49,0,39,0,0,2,0,1,42
Salvi,CAD,LIGA,M,28,1947,5,0,0,2,0,0,0,0,17,5,20,141,24,18,1,10,8,1,18,10,258,17,19,98,12,78,0,0,0,853,25,78,106,185,5,122,0,367,21,0,9,0,0,7,1,2,33
Joaquin Correa,LAZ,SERI,F,28,1944,1,1,1,8,3,0,2,1,54,23,7,19,4,29,3,25,1,0,21,12,569,0,13,50,35,120,0,0,0,1125,159,282,148,439,1,56,0,301,16,1,25,1,0,4,6,4,84
Tolgay Arslan,UDI,SERI,M,30,1837,9,0,0,3,0,0,0,0,22,6,22,13,3,9,0,9,0,2,52,32,743,3,11,139,34,142,1,0,0,1205,20,194,109,392,2,31,0,199,58,0,39,0,0,0,0,0,48
Gylfi Sigurdsson,EVE,EPL,M,36,2256,2,0,0,6,5,0,1,4,49,17,34,100,29,44,4,19,20,2,30,20,725,5,5,119,14,67,0,1,0,1292,49,203,102,400,4,126,0,293,53,4,24,1,0,0,3,4,26
Trevoh Chalobah,FCL,FRAN,D,29,2239,5,0,0,2,2,0,2,0,15,3,69,11,1,8,1,6,0,7,45,26,1010,1,43,142,38,151,0,0,0,1585,20,129,102,363,1,19,0,251,122,0,59,2,0,0,3,1,52
Ivan Radovanovic,GEN,SERI,M/D,33,2226,6,0,0,0,0,0,0,0,6,1,37,4,2,3,0,1,2,21,18,15,966,0,56,156,8,105,0,2,0,1434,4,62,96,265,4,11,0,183,117,0,95,0,0,0,0,0,10
Souleyman Doumbia,SCO,FRAN,D,27,2220,8,0,0,0,1,0,1,0,7,3,42,64,13,18,3,17,0,4,48,33,796,13,23,139,25,112,0,0,1,1607,16,153,104,384,14,59,0,359,67,0,21,0,0,0,1,0,42
Jonathan Tah,LEV,BUND,D,27,2220,3,0,0,1,0,0,0,0,9,2,33,5,0,1,0,1,0,12,30,17,1752,0,70,159,7,117,1,0,0,2260,23,153,88,590,8,16,0,241,267,0,91,0,0,1,1,0,8
Daniel Lovitz,NSH,MLS,M/D,24,2220,6,0,0,1,2,0,2,0,11,2,30,145,44,32,0,3,27,8,52,32,706,14,32,123,23,122,0,0,0,1610,9,173,83,415,16,179,0,457,118,0,79,0,0,0,1,0,33
Samir,UDI,SERI,D,30,2209,6,0,0,1,0,0,0,0,11,3,58,18,4,9,2,8,1,17,40,23,1075,4,50,97,6,131,1,0,0,1627,22,128,102,421,4,28,0,214,146,0,50,0,0,3,1,1,8
Ferland Mendy,RMA,LIGA,D,26,2207,3,0,0,1,0,0,0,0,12,2,26,35,5,18,0,18,0,4,26,16,1143,5,10,119,44,119,0,1,0,1796,41,365,89,674,8,58,0,256,68,0,48,0,0,5,0,1,60
Antonio Carlos,ORL,MLS,D,26,2204,5,0,0,1,1,0,1,0,12,3,72,2,0,1,1,0,0,20,20,15,968,0,71,97,2,108,0,0,0,1461,17,72,67,301,4,17,0,204,180,0,113,0,0,1,2,1,3
